id,source,name,neighborhood_overview,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
415419,city scrape,Triple Room for Group Travel,"This rental is centrally located just two blocks from the George Price Center of Peace and Development, a Shopping Center, laundromat, eateries, vegetable market and corner shop.  Public transport is a stone's throw away.  Belmopan is centrally located in Belize, with public buses to the north, south, east and west.  Belmopan is home to the national university and is the seat of government.  Everything, including schools, medical facilities, banks, parks, tennis and basketball courts, are within walking or biking distance.",2066467,Marta,03/04/12,"Belmopan, Belize",within a day,100%,100%,f,4,13,t,"Belmopan, Cayo, Belize",Cayo,Cayo,17.24892,-88.76021,Private room in guest suite,Private room,3,1,1,3,"[""Outdoor furniture"", ""Dedicated workspace"", ""Hot water"", ""Hammock"", ""Coffee maker"", ""Drying rack for clothing"", ""Fire pit"", ""Board games"", ""Host greets you"", ""Luggage dropoff allowed"", ""Window AC unit"", ""Hot water kettle"", ""Smoke alarm"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Single level home"", ""Gas stove"", ""Lock on bedroom door"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Blender"", ""Microwave"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Free parking on premises"", ""Shared backyard \u2013 Fully fenced"", ""14 inch TV"", ""Books and reading material"", ""Kitchen"", ""Patio or balcony"", ""Essentials"", ""Venus body soap"", ""Long term stays allowed"", ""Window guards""]",$135.00,2,365,2,t,30,60,90,364,10,0,0,11/11/12,15/09/17,4.6,4.67,4.78,f,4,1,3,0,0.07
419134,city scrape,"Stay on a Maya Site, 100 Acres Jungle, by ATM Cave",Our village is small (pop. 1000) but lively (6 bars & 6 churches).  But Lower Dover is on the fringe of town & secluded & quiet.   The neighbors you'll see will all be wild animals & birds since we are surrounded by jungle and waterways.,2084006,Lower Dover Jungle Lodge,06/04/12,"Unitedville‎, Belize",within an hour,100%,100%,f,7,7,t,"Unitedville‎, Cayo, Belize",Cayo,Cayo,17.208763122558594,-88.94560242,Private room in nature lodge,Private room,2,1,1,2,"[""Outdoor furniture"", ""Air conditioning"", ""Backyard"", ""Coffee maker"", ""River view"", ""Fire extinguisher"", ""Fire pit"", ""Park view"", ""Smoke alarm"", ""Private patio or balcony"", ""Refrigerator"", ""First aid kit"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Garden view"", ""Courtyard view"", ""Dishes and silverware"", ""Smoking allowed"", ""BBQ grill"", ""Free parking on premises"", ""Kitchen"", ""Essentials""]",$246.00,1,365,1,t,14,43,70,344,25,0,0,15/03/14,13/05/23,4.76,4.72,4.64,t,7,0,6,1,0.19
580189,city scrape,Howler House: A romantic riverside treehouse,"Burrell Boom is a lovely little rural village along the banks of the Old Belize river. The people here are extremely friendly. If you walk up to the village and stop for some food at Miss Carol's, a cold beer at Yellow Man's pub - right next door, you will be enchanted by this little village. If you want to do some Reggie dancing, head down to Henderson's Bank on Friday or Saturday night, just follow the music -- you can walk, but bring the flashlight! Everyone will welcome you. This is a small friendly village and I hope you will have the opportunity to meet and enjoy the company and food of the local people - they are wonderful. The Black Orchid is a 15 minute walk down a lovely rural road. Or, a ten minute bike ride - the house has two bikes, And, once you arrive, you can have a cool drink and slip into the pool: ahhhhhh. They will treat you like gold, slowly.",190152663,Shanna,17/05/18,,within an hour,100%,100%,f,5,5,t,"Burrell Boom, Belize",Belize Mainland,Belize,17.57331,-88.39648,Entire home,Entire home/apt,3,1,2,2,"[""Outdoor furniture"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Hammock"", ""Kayak"", ""Coffee maker"", ""River view"", ""Fire extinguisher"", ""Long term stays allowed"", ""Oven"", ""Portable fans"", ""Barbecue utensils"", ""Baking sheet"", ""Mosquito net"", ""Drying rack for clothing"", ""Fire pit"", ""Board games"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hot water kettle"", ""Smoke alarm"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Mabe gas stove"", ""Bikes"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Smoking allowed"", ""Room-darkening shades"", ""Cleaning products"", ""BBQ grill"", ""Free parking on premises"", ""Coffee"", ""Body soap"", ""Extra pillows and blankets"", ""Resort access"", ""Private backyard \u2013 Not fully fenced"", ""Paid washer"", ""Books and reading material"", ""Kitchen"", ""Wine glasses"", ""Essentials"", ""Ceiling fan"", ""Clothing storage: closet and dresser""]",$180.00,1,365,1,t,22,43,59,329,214,28,1,30/01/13,22/12/24,4.74,4.72,4.58,t,5,5,0,0,1.48
591211,city scrape,Casa Belize - Cozy Studio Apartment,"This neighborhood is made up of mainly professional, upper middle class families. It is very quiet, and a welcome escape from the bustling, noisy city life.",2917510,Carolyn,12/07/12,"Los Angeles, CA",within an hour,100%,97%,t,6,6,t,"Belize City, Belize",Belize Mainland,Belize,17.51173,-88.22397,Entire rental unit,Entire home/apt,3,1,2,2,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Backyard"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Microwave"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""Free parking on premises"", ""Dryer"", ""Crib"", ""Washer"", ""Kitchen"", ""Stove"", ""Essentials"", ""TV with standard cable"", ""Long term stays allowed""]",$161.00,1,1125,1,t,21,51,80,80,37,6,0,19/02/13,06/05/24,4.86,4.86,4.67,f,6,6,0,0,0.26
597282,city scrape,Sunny Cabana,"The cabana is located just outside the village in a mostly residential area. Caye Caulker is a small island and all the restaurants, shops, supermarkets, dive-/snorkel tour operators are within a 10-15 minute walk/5-10 minute bike ride. The sea and beach are a 3 minute walk away and within 10-15 minutes on the bike you're at 'The Split', a popular spot for swimming, snorkeling or hanging out at the famous 'Lazy Lizard Bar'.",157752,Monique,03/07/10,Belize,within an hour,100%,90%,t,5,5,t,"Caye Caulker, Belize district, Belize",Belize Islands,Belize,17.7361,-88.02777,Entire cottage,Entire home/apt,2,1,0,2,"[""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Hot water"", ""Hammock"", ""Fire extinguisher"", ""Oven"", ""Clothing storage: closet"", ""Portable fans"", ""Baking sheet"", ""47 inch HDTV"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Self check-in"", ""Luggage dropoff allowed"", ""Shampoo"", ""Hot water kettle"", ""Smoke alarm"", ""Pets allowed"", ""Private patio or balcony"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Bikes"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Blender"", ""Microwave"", ""Lockbox"", ""Shower gel"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""Cleaning products"", ""Freezer"", ""AC - split type ductless system"", ""Free parking on premises"", ""Coffee"", ""Body soap"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Safe"", ""Books and reading material"", ""Kitchen"", ""Wine glasses"", ""Stove"", ""Essentials"", ""Long term stays allowed""]",$131.00,3,62,3,t,0,0,0,262,242,12,2,20/01/13,07/12/24,4.79,4.9,4.82,f,4,4,0,0,1.66
601962,city scrape,"Royal Palm-2 bed/2 bath- ac, 5G wifi, bikes, pool","LOVE the location on the Placencia peninsula, offering both distant sunrise & sunset views. Quiet & secure neighborhood with sea breezes. Short walk to beautiful beach, shops, bars & restaurants, as well as bank with ATM, tour operators, car & golf cart rentals & more.......",733857,Jacqueline Ann,23/06/11,"Placencia, Belize",within an hour,100%,100%,f,5,10,t,"Placencia, Stann Creek, Belize",Stann Creek Mainland,Stann Creek,16.52566,-88.37085,Entire serviced apartment,Entire home/apt,4,2,2,2,"[""Outdoor furniture"", ""Dedicated workspace"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""40 inch HDTV with premium cable"", ""Private backyard \u2013 Fully fenced"", ""Shared outdoor pool - available all year, open specific hours"", ""Host greets you"", ""Paid dryer \u2013 In building"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Private patio or balcony"", ""Outdoor dining area"", ""Refrigerator"", ""Single level home"", ""Beach essentials"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Garden view"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Stainless steel gas stove"", ""Smoking allowed"", ""Dishwasher"", ""AC - split type ductless system"", ""Pool view"", ""BBQ grill"", ""Extra pillows and blankets"", ""Free washer \u2013 In building"", ""Resort access"", ""Kitchen"", ""Essentials"", ""Long term stays allowed""]",$374.00,7,180,5,t,2,32,56,122,56,3,0,29/04/13,12/03/24,4.8,4.65,4.69,t,5,4,0,0,0.39
736308,city scrape,Waterfront Casita! We are Gold Standard Certified!,"This is a quiet secure community located between a few very small villages. There are a few weekly evening events where you will have the opportunity to connect with residents, locals or other guests.",3843219,Pernell,11/10/12,"Osoyoos, Canada",N/A,N/A,0%,f,1,2,t,"Corozal, Belize",Corozal,Corozal,18.32931,-88.32932,Entire home,Entire home/apt,4,1,1,4,"[""Outdoor furniture"", ""Air conditioning"", ""Hair dryer"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Shared outdoor pool - available all year, open 24 hours, infinity"", ""Waterfront"", ""Private patio or balcony"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""TV"", ""Carbon monoxide alarm"", ""Building staff"", ""Beach essentials"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""Free parking on premises"", ""Kitchen"", ""Stove"", ""Essentials"", ""Long term stays allowed""]",$402.00,5,365,5,t,30,60,90,365,40,0,0,31/12/13,11/06/23,4.79,4.87,4.63,f,1,1,0,0,0.3
788130,city scrape,Home Away From Home Desirable Area,"This neighborhood is made up of mainly professional, upper middle class families. It is very quiet, and a welcome escape from the bustling, noisy city life.",2917510,Carolyn,12/07/12,"Los Angeles, CA",within an hour,100%,97%,t,6,6,t,"Belize City, Belize",Belize Mainland,Belize,17.51103,-88.22488,Entire home,Entire home/apt,8,2,4,5,"[""Outdoor furniture"", ""Hair dryer"", ""Hot water"", ""Backyard"", ""Coffee maker"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Fire extinguisher"", ""Oven"", ""Portable fans"", ""Baking sheet"", ""Self check-in"", ""Luggage dropoff allowed"", ""Shampoo"", ""Hot water kettle"", ""Smoke alarm"", ""Crib - available upon request"", ""Waterfront"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Blender"", ""Microwave"", ""Iron"", ""Lockbox"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Private entrance"", ""Freezer"", ""AC - split type ductless system"", ""Free parking on premises"", ""Body soap"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Dryer"", ""Safe"", ""Exterior security cameras on property"", ""Kitchen"", ""Wine glasses"", ""Stove"", ""Patio or balcony"", ""Essentials"", ""55 inch HDTV with premium cable, DVD player"", ""Ceiling fan"", ""Long term stays allowed""]",$418.00,1,1125,1,t,2,6,6,6,128,25,5,23/05/15,26/12/24,4.9,4.96,4.91,f,6,6,0,0,1.09
985520,city scrape,Comfy Cabana Tropical Caye Caulker,Everything on the island is within walking distance.  There are grocery stores and restaurants just blocks away.,2267459,Tropical Dreams,01/05/12,"West Palm Beach, FL",within an hour,100%,100%,t,4,4,t,"Caye Caulker, Belize",Belize Islands,Belize,17.7409,-88.02666,Entire bungalow,Entire home/apt,4,2,2,2,"[""Air conditioning"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Pets allowed"", ""Refrigerator"", ""Pack \u2019n play/Travel crib"", ""Single level home"", ""Cooking basics"", ""Wifi"", ""Shared pool"", ""Bed linens"", ""Microwave"", ""Lockbox"", ""Dishes and silverware"", ""BBQ grill"", ""Free parking on premises"", ""Kitchen"", ""Patio or balcony"", ""Stove"", ""Essentials"", ""TV with standard cable"", ""Long term stays allowed""]",$253.00,2,1125,2,t,5,17,25,295,300,41,4,11/01/14,19/12/24,4.78,4.82,4.77,t,4,4,0,0,2.25
1035815,city scrape,The Great House at Rum Point !,"Placencia Village is a charming, laid-back coastal community with a friendly, welcoming atmosphere. The neighborhood is filled with colorful homes, beachfront resorts, and local businesses. You'll find a mix of small cafes, vibrant restaurants, and unique shops, all within walking distance. The village is known for its peaceful vibe, beautiful beaches, and stunning sunsets. It's the perfect place to relax and immerse yourself in the beauty and culture of Belize.",5701805,Martin,31/03/13,"Placencia, Belize",within an hour,100%,100%,f,1,1,t,"Placencia, Stann Creek, Belize",Stann Creek Mainland,Stann Creek,16.53838,-88.35821,Entire home,Entire home/apt,8,5,4,4,"[""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Mini fridge"", ""Hammock"", ""Beach view"", ""Fire extinguisher"", ""Conditioner"", ""Long term stays allowed"", ""Private pool"", ""Mosquito net"", ""Fire pit"", ""Board games"", ""Self check-in"", ""Luggage dropoff allowed"", ""Ocean view"", ""Shampoo"", ""Hot water kettle"", ""Smoke alarm"", ""Pets allowed"", ""Bathtub"", ""Waterfront"", ""Private patio or balcony"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Outdoor shower"", ""Private beach access"", ""Bikes"", ""Fireplace guards"", ""TV"", ""Carbon monoxide alarm"", ""Stainless steel single oven"", ""Building staff"", ""Bluetooth sound system"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Blender"", ""Sun loungers"", ""Iron"", ""Smoking allowed"", ""Clothing storage"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""Stainless steel gas stove"", ""Room-darkening shades"", ""Cleaning products"", ""Freezer"", ""Pool view"", ""Outlet covers"", ""Dishwasher"", ""BBQ grill"", ""Coffee"", ""Body soap"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Dryer"", ""Crib"", ""Laundromat nearby"", ""Safe"", ""Books and reading material"", ""Kitchen"", ""Housekeeping available Tuesday, Thursday"", ""Wine glasses"", ""Essentials"", ""Ceiling fan"", ""Paid resort access"", ""Washer \u2013\u00a0In building""]","$1,715.00",2,90,1,t,12,35,64,322,4,4,0,02/03/24,25/11/24,5,5,5,f,1,1,0,0,0.4
1051976,city scrape,Newly Renovated Family Apartment-Casa Fabro Belize,"Our neighborhood is quiet, nice, in walking distance from downtown where you can find banks, shopping, tourist area and water taxi's to the islands. The sea front is about 75 feet from our home. You can sit on the sea wall and enjoy the Caribbean Sea and the entire bay view.",5792357,Teresita,06/04/13,"Belize City, Belize",within an hour,100%,96%,t,1,1,t,"Belize City, Belize",Belize Mainland,Belize,17.4899,-88.18759,Entire home,Entire home/apt,6,2.5,3,3,"[""Outdoor furniture"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Shared patio or balcony"", ""Coffee maker"", ""Fire extinguisher"", ""Conditioner"", ""Oven"", ""Portable fans"", ""Baking sheet"", ""Harbor view"", ""Board games"", ""Host greets you"", ""Self check-in"", ""Luggage dropoff allowed"", ""Ocean view"", ""Shampoo"", ""Hot water kettle"", ""Smoke alarm"", ""Pets allowed"", ""Bathtub"", ""Waterfront"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Single level home"", ""Mabe gas stove"", ""32 inch HDTV with Netflix, Fire TV"", ""Bay view"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Garden view"", ""Microwave"", ""Blender"", ""Iron"", ""Courtyard view"", ""Clothing storage"", ""Shower gel"", ""Dishes and silverware"", ""Lockbox"", ""Hangers"", ""Private entrance"", ""Free dryer \u2013 In building"", ""Cleaning products"", ""Room-darkening shades"", ""AC - split type ductless system"", ""Freezer"", ""BBQ grill"", ""Free parking on premises"", ""Coffee"", ""Body soap"", ""Shared backyard \u2013 Fully fenced"", ""Extra pillows and blankets"", ""Ethernet connection"", ""Laundromat nearby"", ""Free washer \u2013 In building"", ""Safe"", ""Books and reading material"", ""Exterior security cameras on property"", ""Kitchen"", ""Wine glasses"", ""Essentials"", ""Long term stays allowed""]",$235.00,2,1125,2,t,21,43,65,322,139,28,3,03/01/15,16/12/24,4.91,4.94,4.91,f,1,1,0,0,1.14
1111731,previous scrape,"Sail Belize on Doris, a 50ft Lagoon 500 Catamaran",,6101757,Clifford,26/04/13,"Belize City, Belize",N/A,N/A,N/A,f,3,10,f,,Belize Mainland,Belize,17.47097,-88.24955,Boat,Entire home/apt,6,,3,,"[""TV"", ""Air conditioning"", ""Shampoo"", ""Wifi"", ""Host greets you"", ""Fire extinguisher"", ""Kitchen"", ""Waterfront"", ""Breakfast"", ""Essentials"", ""Smoking allowed""]",,4,28,4,,0,0,0,0,0,0,0,,,,,,f,3,3,0,0,
1134718,city scrape,"Bay Breezes apt #1, Caye Caulker","Bay Breezes is located in a residential neighborhood with a taxi, Julio, right across the street and a grocery store within stone's throw distance. Another supermarket is a two minute walk away.  There are several small local food vendors in the area.  You can clearly see the Bay from the rooftop.",911311,Hilda,02/08/11,Belize,within an hour,100%,98%,f,12,12,t,Belize,Belize Islands,Belize,17.73951,-88.03293,Entire rental unit,Entire home/apt,2,1,1,1,"[""Air conditioning"", ""Hot water"", ""Backyard"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Host greets you"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Pets allowed"", ""Private patio or balcony"", ""Refrigerator"", ""First aid kit"", ""TV"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""BBQ grill"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Exterior security cameras on property"", ""Kitchen"", ""Stove"", ""Essentials"", ""Long term stays allowed""]",$131.00,1,1125,1,t,10,29,59,334,156,11,0,14/08/13,16/08/24,4.62,4.71,4.69,f,11,11,0,0,1.13
1135021,city scrape,"Bay Breezes apt #3, Caye Caulker","Bay Breezes is located in a residential neighbourhood with a taxi, Julio, right across the street and a grocery store within stone's throw distance. Another supermarket is a two minute walk away.  There are several small local food vendors in the area.  You can clearly see the Bay from the rooftop.",911311,Hilda,02/08/11,Belize,within an hour,100%,98%,f,12,12,t,Belize,Belize Islands,Belize,17.73951,-88.03293,Entire rental unit,Entire home/apt,2,1,1,1,"[""Air conditioning"", ""Hot water"", ""Backyard"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Host greets you"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Pets allowed"", ""Refrigerator"", ""TV"", ""Cooking basics"", ""Wifi"", ""Bed linens"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""BBQ grill"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Kitchen"", ""Patio or balcony"", ""Stove"", ""Essentials"", ""Long term stays allowed""]",$109.00,1,1125,1,t,4,19,49,324,192,12,0,11/05/13,05/08/24,4.43,4.58,4.46,f,11,11,0,0,1.35
1135078,city scrape,"Bay Breezes apt #4, Caye Caulker","Bay Breezes is located in a residential neighbourhood with a taxi, Julio, right across the street and a grocery store within stone's throw distance. Another supermarket is a two minute walk away.  There are several small local food vendors in the area.  You can clearly see the Bay from the rooftop.",911311,Hilda,02/08/11,Belize,within an hour,100%,98%,f,12,12,t,Belize,Belize Islands,Belize,17.73951,-88.03293,Entire rental unit,Entire home/apt,2,1,1,1,"[""TV"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Hot water"", ""Wifi"", ""Bed linens"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Fire extinguisher"", ""Pets allowed"", ""Exterior security cameras on property"", ""Iron"", ""Kitchen"", ""Private entrance"", ""Long term stays allowed"", ""Essentials"", ""Hangers"", ""Host greets you""]",$89.00,1,1125,1,t,0,15,45,320,171,13,2,31/10/13,10/12/24,4.37,4.55,4.45,f,11,11,0,0,1.26
1155995,city scrape,Weezie's Purple Cottage with a pool,The Cottages are located on a quiet back street in a residential neighborhood. The Garden Cottages are 2 blocks for the Oceanfront Hotel. The lots to the north is undeveloped and helps add to the privacy and tranquility of the location.,6334784,Tom,11/05/13,"Minturn, CO",within an hour,100%,99%,t,19,25,t,"Caye Caulker, Belize",Belize Islands,Belize,17.73727,-88.02978,Room in aparthotel,Entire home/apt,2,1,1,1,"[""Air conditioning"", ""Hair dryer"", ""Hot water"", ""Fire extinguisher"", ""Host greets you"", ""Luggage dropoff allowed"", ""Shampoo"", ""Smoke alarm"", ""Pool"", ""Carbon monoxide alarm"", ""Wifi"", ""Free street parking"", ""Hangers"", ""Free parking on premises"", ""Dryer"", ""Exterior security cameras on property"", ""Washer"", ""Kitchen"", ""Essentials"", ""TV with standard cable""]",$484.00,1,1125,1,t,1,4,21,183,21,1,1,15/07/13,07/12/24,4.67,5,4.57,t,12,11,0,0,0.15
1177282,city scrape,Belize Waterfront - Orchid Bay Casita 9A,We love the peace and quiet that comes with staying here. The security of the property is wonderful and those that live here are fun to visit with. We are located between the small villages of Copper Bank and Chunox.,89385464,Tradewinds,11/08/16,,within an hour,80%,100%,,4,5,f,"Copper Bank, Corozal, Belize",Corozal,Corozal,18.32853,-88.32882,Entire home,Entire home/apt,6,1,2,2,"[""Air conditioning"", ""Hair dryer"", ""Hot water"", ""Backyard"", ""Beach view"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Luggage dropoff allowed"", ""Shampoo"", ""Smoke alarm"", ""Private patio or balcony"", ""Refrigerator"", ""First aid kit"", ""TV"", ""Carbon monoxide alarm"", ""Bay view"", ""Cooking basics"", ""Wifi"", ""Shared pool"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Hangers"", ""Beach access \u2013 Beachfront"", ""Dishwasher"", ""Free parking on premises"", ""Dryer"", ""Washer"", ""Kitchen"", ""Stove"", ""Essentials"", ""Long term stays allowed""]",$404.00,2,1125,2,t,0,0,0,262,39,1,0,31/12/13,27/11/24,4.85,4.92,4.72,f,3,3,0,0,0.29
1187309,city scrape,Casa Belize Modern 2 Bedroom Apartment,"This neighborhood, located just 2.5 miles outside the city, is made up of mainly professional, upper middle class families. It is very quiet, and a welcome escape from the bustling, noisy city life. Close to public transportation, restaurants and supermarkets.",2917510,Carolyn,12/07/12,"Los Angeles, CA",within an hour,100%,97%,t,6,6,t,"Belize City, Belize",Belize Mainland,Belize,17.50913,-88.22399,Entire rental unit,Entire home/apt,4,2,2,2,"[""Air conditioning"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""Backyard"", ""Coffee maker"", ""Fire extinguisher"", ""Oven"", ""Baking sheet"", ""Self check-in"", ""Luggage dropoff allowed"", ""Shampoo"", ""Smoke alarm"", ""Refrigerator"", ""First aid kit"", ""Single level home"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Microwave"", ""Iron"", ""Lockbox"", ""Shower gel"", ""Dishes and silverware"", ""Hangers"", ""Private entrance"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Dryer"", ""Crib"", ""Washer"", ""Kitchen"", ""Stove"", ""Essentials"", ""TV with standard cable"", ""Long term stays allowed""]",$262.00,1,1125,1,t,6,7,15,104,37,5,1,14/11/16,20/12/24,4.86,4.92,4.84,f,6,6,0,0,0.37
1305154,city scrape,*Picololo North Studio Apartment,"The neighbourhood is a quiet, residential area. It's amazing for bird watching and we have a huge strangler fig tree in our yard that many types of birds come to eat from.",727841,Hilary & Pike,21/06/11,Belize,within an hour,100%,100%,t,5,5,t,"Caye Caulker, Belize",Belize Islands,Belize,17.73786,-88.02817,Entire rental unit,Entire home/apt,3,1,0,2,"[""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Hot water"", ""Hammock"", ""Outdoor playground"", ""Fire extinguisher"", ""Conditioner"", ""Oven"", ""Clothing storage: closet"", ""Portable fans"", ""Barbecue utensils"", ""Baking sheet"", ""Private backyard \u2013 Fully fenced"", ""Host greets you"", ""Luggage dropoff allowed"", ""Shampoo"", ""Babysitter recommendations"", ""Hot water kettle"", ""Smoke alarm"", ""Private patio or balcony"", ""Outdoor dining area"", ""Refrigerator"", ""First aid kit"", ""Dining table"", ""Toaster"", ""Single level home"", ""Mabe gas stove"", ""Bikes"", ""Cooking basics"", ""Wifi \u2013 42 Mbps"", ""Bed linens"", ""Garden view"", ""Microwave"", ""Free street parking"", ""Children\u2019s bikes"", ""Shower gel"", ""Dishes and silverware"", ""Hangers"", ""Room-darkening shades"", ""Freezer"", ""AC - split type ductless system"", ""BBQ grill"", ""Housekeeping available 6 hours a day, every day - included with your stay"", ""20 inch TV with Netflix, Fire TV"", ""Coffee"", ""Body soap"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Books and reading material"", ""Kitchen"", ""Essentials"", ""Pack \u2019n play/Travel crib - available upon request"", ""Ceiling fan""]",$202.00,3,28,3,t,2,6,28,112,261,27,3,20/12/13,19/12/24,4.97,4.97,4.94,t,5,5,0,0,1.94
